index,AddressLine1,AddressLine2,AddressLine3,AddressLine4,BoardName,City,ComplaintFromDate,ComplaintNumber,ComplaintToDate,Country,CountryShortCode,County,DisciplinaryAction,DisciplinaryActionTypeId,DoingBusinessAs,Emailid1,FacilityName,FacilityStreetAddress,FictitiousName,FirstName,FullName,IsFacility,IsPersonFacility,LastName,LicenceType,LicenseId,LicenseNumber,LicenseTypeId,McareCourtFiled,McareDocketNumber,McareServed,MiddleName,NameSuffix,OptPersonFacility,PageNo,PersonId,PhoneNo1,ProfessionID,ProfessionType,RecaptchaResponse,RequestedFileId,RequestedFileName,Row,State,Status,TotalRecords,zipcode
786,,,,"PHILADELPHIA, PA 19130",State Board of Pharmacy,Philadelphia,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,CVS/PHARMACY #17704,"2001 PENNSYLVANIA AVE   PHILADELPHIA, PA 19130",,,,0,False,,Pharmacy,3319249,PP482750,,,,,,,,0,3062880,,,Pharmacy,,,,37,Pennsylvania,Active,7585,19130
787,,,,"LANCASTER, PA 17601",State Board of Pharmacy,Lancaster,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Lancaster,,,,THERESE.SWITZER@CVSHEALTH.COM,CVS/PHARMACY #17723,"1589 FRUITVILLE PIKE   LANCASTER, PA 17601",,,,0,False,,Pharmacy,3357335,PP482774,,,,,,,,0,3103286,4017705036,,Pharmacy,,,,38,Pennsylvania,Active,7585,17601
788,,,,"PHILADELPHIA, PA 19146",State Board of Pharmacy,Philadelphia,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,therese.switzer@ccvshealth.com,CVS/PHARMACY #17741,"1000 S BROAD ST   PHILADELPHIA, PA 19146",,,,0,False,,Pharmacy,3440476,PP482823,,,,,,,,0,3215379,,,Pharmacy,,,,39,Pennsylvania,Active,7585,19146
789,,,,"EASTON, PA 18045",State Board of Pharmacy,Easton,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Northampton,,,,acolson@cvs.com,CVS/PHARMACY #1787,"4950 FREEMANSBURG AVENUE   EASTON, PA 18045",,,,0,False,,Pharmacy,2790047,PP482137,,,,,,,,0,2554267,4017705412,,Pharmacy,,,,40,Pennsylvania,Active,7585,18045
790,,,,"PHILADELPHIA, PA 19114",State Board of Pharmacy,Philadelphia,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,CVS/PHARMACY #2170,"3331 GRANT AVE   PHILADELPHIA, PA 19114",,,,0,False,,Pharmacy,565387,PP482490,,,,,,,,0,2792002,,,Pharmacy,,,,41,Pennsylvania,Active,7585,19114
791,,,,"LITITZ, PA 17543",State Board of Pharmacy,Lititz,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Lancaster,,,,,CVS/PHARMACY #2297,"385 N. BROAD STREET   LITITZ, PA 17543",,,,0,False,,Pharmacy,2722693,PP482134,,,,,,,,0,2550661,,,Pharmacy,,,,42,Pennsylvania,Active,7585,17543
792,,,,"NEWTOWN SQUARE, PA 19073",State Board of Pharmacy,Newtown Square,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,CVS/PHARMACY #233,"3930 WEST CHESTER PIKE   NEWTOWN SQUARE, PA 19073",,,,0,False,,Pharmacy,1704669,PP482030,,,,,,,,0,2492430,,,Pharmacy,,,,43,Pennsylvania,Active,7585,19073
793,,,,"PHILADELPHIA, PA 19107",State Board of Pharmacy,Philadelphia,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,CVS/PHARMACY #2553,"1117 WALNUT STREET   PHILADELPHIA, PA 19107",,,,0,False,,Pharmacy,1356345,PP410995L,,,,,,,,0,1057507,,,Pharmacy,,,,44,Pennsylvania,Active,7585,19107
794,,,,"MANCHESTER, PA 17345",State Board of Pharmacy,Manchester,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,York,,,,,CVS/PHARMACY #2575,"4035 N. GEORGE STREET   MANCHESTER, PA 17345",,,,0,False,,Pharmacy,3071951,PP482160,,,,,,,,0,2577379,,,Pharmacy,,,,45,Pennsylvania,Active,7585,17345
795,,,,"MCKEES ROCKS, PA 15136",State Board of Pharmacy,McKees Rocks,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,CVS/PHARMACY #258,"5703 STEUBENVILLE PIKE   MCKEES ROCKS, PA 15136",,,,0,False,,Pharmacy,1961245,PP481787,,,,,,,,0,2338154,,,Pharmacy,,,,46,Pennsylvania,Active,7585,15136
796,,,,"CHESTER SPRINGS, PA 19425",State Board of Pharmacy,Chester Springs,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Chester,,,,,CVS/PHARMACY #2951,"104 NORTH POTTSTOWN PIKE   CHESTER SPRINGS, PA 19425",,,,0,False,,Pharmacy,14447,PP481456,,,,,,,,0,2153519,,,Pharmacy,,,,47,Pennsylvania,Active,7585,19425
797,,,,"WEST CHESTER, PA 19380",State Board of Pharmacy,West Chester,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Chester,,,,,CVS/PHARMACY #3875,"1450 POTTSTOWN PIKE   WEST CHESTER, PA 19380",,,,0,False,,Pharmacy,2869915,PP482418,,,,,,,,0,2743117,,,Pharmacy,,,,48,Pennsylvania,Active,7585,19380
798,,,,"EAST STROUDSBURG, PA 18302",State Board of Pharmacy,East Stroudsburg,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Monroe,,,,,CVS/PHARMACY #3998,"5122 MILFORD ROAD   EAST STROUDSBURG, PA 18302",,,,0,False,,Pharmacy,1770491,PP481765,,,,,,,,0,2327327,,,Pharmacy,,,,49,Pennsylvania,Active,7585,18302
799,,,,"PHILADELPHIA, PA 19104",State Board of Pharmacy,Philadelphia,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,CVS/PHARMACY #4007,"3925 WALNUT STREET   PHILADELPHIA, PA 19104",,,,0,False,,Pharmacy,3036220,PP481879,,,,,,,,0,2393375,,,Pharmacy,,,,50,Pennsylvania,Active,7585,19104
800,,,,"NOTTINGHAM, PA 19362",State Board of Pharmacy,Nottingham,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Chester,,,,,CVS/PHARMACY #4020,"201 FIELDCREST DRIVE   NOTTINGHAM, PA 19362",,,,0,False,,Pharmacy,1561428,PP482025,,,,,,,,0,2485114,,,Pharmacy,,,,1,Pennsylvania,Active,7585,19362
801,,,,"CRANBERRY TOWNSHIP, PA 16066",State Board of Pharmacy,Cranberry Township,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Butler,,,,,CVS/PHARMACY #4029,"1181 FREEDOM ROAD   CRANBERRY TOWNSHIP, PA 16066",,,,0,False,,Pharmacy,1763663,PP481767,,,,,,,,0,2328105,,,Pharmacy,,,,2,Pennsylvania,Active,7585,16066
802,,,,"LANCASTER, PA 17601",State Board of Pharmacy,Lancaster,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Lancaster,,,,,CVS/PHARMACY #4060,"2110 SPRING VALLEY ROAD   LANCASTER, PA 17601",,,,0,False,,Pharmacy,1890194,PP482049,,,,,,,,0,2504289,,,Pharmacy,,,,3,Pennsylvania,Active,7585,17601
803,,,,"HATBORO, PA 19040",State Board of Pharmacy,Hatboro,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,CVS/PHARMACY #4662,"765 EAST COUNTY LINE ROAD   HATBORO, PA 19040",,,,0,False,,Pharmacy,2788825,PP482138,,,,,,,,0,2554969,,,Pharmacy,,,,4,Pennsylvania,Active,7585,19040
804,,,,"GLEN MILLS, PA 19342",State Board of Pharmacy,Glen Mills,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,CVS/PHARMACY #48331,"100 MARIS GROVE WAY   GLEN MILLS, PA 19342",,,,0,False,,Pharmacy,224575,PP481632,,,,,,,,0,2251407,,,Pharmacy,,,,5,Pennsylvania,Active,7585,19342
805,,,,"WARMINSTER, PA 18974",State Board of Pharmacy,WARMINSTER,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,therese.switzer@cvshealth.com,CVS/PHARMACY #48564,"30000 ANN'S CHOICE WAY   WARMINSTER, PA 18974",,,,0,False,,Pharmacy,3708676,PP482907,,,,,,,,0,3416137,,,Pharmacy,,,,6,Pennsylvania,Active,7585,18974
806,,,,"BLANDON, PA 19510",State Board of Pharmacy,Blandon,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Berks,,,,,CVS/PHARMACY #5065,"8565 ALLENTOWN PIKE   BLANDON, PA 19510",,,,0,False,,Pharmacy,2810191,PP481859,,,,,,,,0,2385048,,,Pharmacy,,,,7,Pennsylvania,Active,7585,19510
807,,,,"BALA CYNWYD, PA 19004",State Board of Pharmacy,Bala Cynwyd,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,CVS/PHARMACY #5081,"101 WEST CITY AVENUE   BALA CYNWYD, PA 19004",,,,0,False,,Pharmacy,259232,PP482216,,,,,,,,0,2600868,,,Pharmacy,,,,8,Pennsylvania,Active,7585,19004
808,,,,"CHALFONT, PA 18914",State Board of Pharmacy,Chalfont,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,CVS/PHARMACY #5241,"3265 COUNTY LINE ROAD   CHALFONT, PA 18914",,,,0,False,,Pharmacy,2856867,PP482419,,,,,,,,0,2743143,,,Pharmacy,,,,9,Pennsylvania,Active,7585,18914
809,,,,"BALA CYNWYD, PA 19004",State Board of Pharmacy,Bala Cynwyd,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,CVS/PHARMACY #5346,"260 ROCK HILL RD   BALA CYNWYD, PA 19004",,,,0,False,,Pharmacy,963142,PP482513,,,,,,,,0,2813168,,,Pharmacy,,,,10,Pennsylvania,Active,7585,19004
810,,,,"NEWTOWN, PA 18940",State Board of Pharmacy,Newtown,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,CVS/PHARMACY #5447,"200 S LINCOLN AVENUE   NEWTOWN, PA 18940",,,,0,False,,Pharmacy,999443,PP481388,,,,,,,,0,2118291,,,Pharmacy,,,,11,Pennsylvania,Active,7585,18940
811,,,,"YARDLEY, PA 19067",State Board of Pharmacy,Yardley,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,CVS/PHARMACY #5490,"101 OXFORD VALLEY ROAD   YARDLEY, PA 19067",,,,0,False,,Pharmacy,2056089,PP482070,,,,,,,,0,2517095,,,Pharmacy,,,,12,Pennsylvania,Active,7585,19067
812,,,,"BETHLEHEM, PA 18017",State Board of Pharmacy,Bethlehem,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Northampton,,,,,CVS/PHARMACY #5533,"6050 STERNERS WAY   BETHLEHEM, PA 18017",,,,0,False,,Pharmacy,3034025,PP481878,,,,,,,,0,2393361,,,Pharmacy,,,,13,Pennsylvania,Active,7585,18017
813,,,,"HATFIELD, PA 19440",State Board of Pharmacy,Hatfield,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,CVS/PHARMACY #5762,"1530 COWPATH ROAD   HATFIELD, PA 19440",,,,0,False,,Pharmacy,1369213,PP481736,,,,,,,,0,2300704,,,Pharmacy,,,,14,Pennsylvania,Active,7585,19440
814,,,,"PHILADELPHIA, PA 19123",State Board of Pharmacy,Philadelphia,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,CVS/PHARMACY #5867,"401 SPRING GARDEN STREET   PHILADELPHIA, PA 19123",,,,0,False,,Pharmacy,1334303,PP482010,,,,,,,,0,2475443,,,Pharmacy,,,,15,Pennsylvania,Active,7585,19123
815,,,,"WIND GAP, PA 18091",State Board of Pharmacy,Wind Gap,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Northampton,,,,,CVS/PHARMACY #5879,"855 S BROADWAY   WIND GAP, PA 18091",,,,0,False,,Pharmacy,2539368,PP481537,,,,,,,,0,2203606,,,Pharmacy,,,,16,Pennsylvania,Active,7585,18091
816,,,,"NAZARETH, PA 18064",State Board of Pharmacy,Nazareth,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Northampton,,,,,CVS/PHARMACY #5885,"4082 JANDY BOULEVARD   NAZARETH, PA 18064",,,,0,False,,Pharmacy,1819859,PP481457,,,,,,,,0,2158019,,,Pharmacy,,,,17,Pennsylvania,Active,7585,18064
817,,,,"MONROEVILLE, PA 15146",State Board of Pharmacy,Monroeville,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,,CVS/PHARMACY #5890,"3893 WILLIAM PENN HIGHWAY   MONROEVILLE, PA 15146",,,,0,False,,Pharmacy,1819856,PP482044,,,,,,,,0,2500509,,,Pharmacy,,,,18,Pennsylvania,Active,7585,15146
818,,,,"AUDUBON, PA 19407",State Board of Pharmacy,AUDUBON,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,statereply@cvscaremark.com,CVS/PHARMACY #5898,"2801 EGYPT RD   AUDUBON, PA 19407",,,,0,False,,Pharmacy,1782632,PP481762,,,,,,,,0,2327208,4017704440,,Pharmacy,,,,19,Pennsylvania,Active,7585,19407
819,,,,"WARMINSTER, PA 18974",State Board of Pharmacy,Warminster,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,CVS/PHARMACY #5914,"445 WEST STREET ROAD   WARMINSTER, PA 18974",,,,0,False,,Pharmacy,2311928,PP482101,,,,,,,,0,2527558,,,Pharmacy,,,,20,Pennsylvania,Active,7585,18974
820,,,,"MECHANICSBURG, PA 17050",State Board of Pharmacy,Mechanicsburg,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Cumberland,,,,,CVS/PHARMACY #5991,"6706 CARLISLE PIKE   MECHANICSBURG, PA 17050",,,,0,False,,Pharmacy,875394,PP481960,,,,,,,,0,2453715,7175807614,,Pharmacy,,,,21,Pennsylvania,Active,7585,17050
821,,,,"PERKASIE, PA 18944",State Board of Pharmacy,Perkasie,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,CVS/PHARMACY #6763,"402 RT 313   PERKASIE, PA 18944",,,,0,False,,Pharmacy,2857828,PP481586,,,,,,,,0,2220145,,,Pharmacy,,,,22,Pennsylvania,Active,7585,18944
822,,,,"JERSEY SHORE, PA 17740",State Board of Pharmacy,Jersey Shore,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Lycoming,,,,Anna.martineau@cvscaremark.com,CVS/PHARMACY #6764,"1321 ALLEGHENY STREET   JERSEY SHORE, PA 17740",,,,0,False,,Pharmacy,2001323,PP481476,,,,,,,,0,2169921,4017705412,,Pharmacy,,,,23,Pennsylvania,Active,7585,17740
823,,,,"NEW CUMBERLAND, PA 17070",State Board of Pharmacy,New Cumberland,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Cumberland,,,,,CVS/PHARMACY #6916,"560 OLD YORK ROAD   NEW CUMBERLAND, PA 17070",,,,0,False,,Pharmacy,1748794,PP481766,,,,,,,,0,2327340,,,Pharmacy,,,,24,Pennsylvania,Active,7585,17070
824,,,,"BERWYN, PA 19312",State Board of Pharmacy,Berwyn,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Chester,,,,,CVS/PHARMACY #6999,"550 LANCASTER AVENUE   BERWYN, PA 19312",,,,0,False,,Pharmacy,1078057,PP481398,,,,,,,,0,2122227,,,Pharmacy,,,,25,Pennsylvania,Active,7585,19312
825,,,,"PENNSBURG, PA 18073",State Board of Pharmacy,Pennsburg,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,CVS/PHARMACY #7073,"290 POTTSTOWN AVENUE   PENNSBURG, PA 18073",,,,0,False,,Pharmacy,2526944,PP481533,,,,,,,,0,2201129,,,Pharmacy,,,,26,Pennsylvania,Active,7585,18073
826,,,,"THORNDALE, PA 19372",State Board of Pharmacy,Thorndale,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Chester,,,,,CVS/PHARMACY #7132,"3015 E LINCOLN HIGHWAY   THORNDALE, PA 19372",,,,0,False,,Pharmacy,2173900,PP481496,,,,,,,,0,2183475,,,Pharmacy,,,,27,Pennsylvania,Active,7585,19372
827,,,,"LANDENBERG, PA 19350",State Board of Pharmacy,Landenberg,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Chester,,,,,CVS/PHARMACY #7183,"730 NEWARK ROAD   LANDENBERG, PA 19350",,,,0,False,,Pharmacy,2526976,PP481536,,,,,,,,0,2203181,,,Pharmacy,,,,28,Pennsylvania,Active,7585,19350
828,,,,"PHILADELPHIA, PA 19152",State Board of Pharmacy,Philadelphia,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,CVS/PHARMACY #7184,"7720 BUSTLETON AVENUE   PHILADELPHIA, PA 19152",,,,0,False,,Pharmacy,2798341,PP481580,,,,,,,,0,2216954,,,Pharmacy,,,,29,Pennsylvania,Active,7585,19152
829,,,,"WRIGHTSTOWN, PA 18940",State Board of Pharmacy,Wrightstown,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,CVS/PHARMACY #7189,"755 DURHAM ROAD   WRIGHTSTOWN, PA 18940",,,,0,False,,Pharmacy,931038,PP481690,,,,,,,,0,2275768,,,Pharmacy,,,,30,Pennsylvania,Active,7585,18940
830,,,,"MEDIA, PA 19063",State Board of Pharmacy,Media,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,CVS/PHARMACY #7239,"3 SOUTH PENNELL ROAD   MEDIA, PA 19063",,,,0,False,,Pharmacy,2019967,PP481478,,,,,,,,0,2171734,,,Pharmacy,,,,31,Pennsylvania,Active,7585,19063
831,,,,"ZIEGLERVILLE, PA 19492",State Board of Pharmacy,Zieglerville,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,CVS/PHARMACY #7259,"1206 N. GRAVEL PIKE   ZIEGLERVILLE, PA 19492",,,,0,False,,Pharmacy,3035444,PP481880,,,,,,,,0,2393388,,,Pharmacy,,,,32,Pennsylvania,Active,7585,19492
832,,,,"RED LION, PA 17356",State Board of Pharmacy,Red Lion,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,York,,,,,CVS/PHARMACY #7275,"723 LOMBARD ROAD   RED LION, PA 17356",,,,0,False,,Pharmacy,1044160,PP482290,,,,,,,,0,2645560,,,Pharmacy,,,,33,Pennsylvania,Active,7585,17356
833,,,,"EASTON, PA 18042",State Board of Pharmacy,Easton,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Northampton,,,,,CVS/PHARMACY #7670,"620 OLD PHILADELPHIA ROAD   EASTON, PA 18042",,,,0,False,,Pharmacy,1078911,PP481980,,,,,,,,0,2462715,,,Pharmacy,,,,34,Pennsylvania,Active,7585,18042
834,,,,"DOUGLASSVILLE, PA 19518",State Board of Pharmacy,Douglassville,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Berks,,,,,CVS/PHARMACY #7838,"1149 BEN FRANKLIN HIGHWAY WEST   DOUGLASSVILLE, PA 19518",,,,0,False,,Pharmacy,2670615,PP481563,,,,,,,,0,2211852,,,Pharmacy,,,,35,Pennsylvania,Active,7585,19518
835,,,,"DOYLESTOWN, PA 18901",State Board of Pharmacy,Doylestown,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Bucks,,,,,CVS/PHARMACY #7863,"160 S MAIN STREET   DOYLESTOWN, PA 18901",,,,0,False,,Pharmacy,2541547,PP481542,,,,,,,,0,2204524,,,Pharmacy,,,,36,Pennsylvania,Active,7585,18901
836,,,,"PHILADELPHIA, PA 19147",State Board of Pharmacy,PHILADELPHIA,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,acolson@cvs.com,CVS/PHARMACY #826,"1051 SOUTH STREET, SOUTH STREET S/C   PHILADELPHIA, PA 19147",,,,0,False,,Pharmacy,1363046,PP413853L,,,,,,,,0,1060031,4017705412,,Pharmacy,,,,37,Pennsylvania,Active,7585,19147
837,,,,"LANCASTER, PA 17601",State Board of Pharmacy,Lancaster,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Lancaster,,,,,CVS/PHARMACY #8495,"2363 OREGON PIKE   LANCASTER, PA 17601",,,,0,False,,Pharmacy,2546272,PP482116,,,,,,,,0,2539538,,,Pharmacy,,,,38,Pennsylvania,Active,7585,17601
838,,,,"AMBLER, PA 19002",State Board of Pharmacy,Ambler,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,CVS/PHARMACY #8498,"272 E BUTLER AVENUE   AMBLER, PA 19002",,,,0,False,,Pharmacy,666048,PP481940,,,,,,,,0,2440783,2157384228,,Pharmacy,,,,39,Pennsylvania,Active,7585,19002
839,,,,"HARRISBURG, PA 17109",State Board of Pharmacy,Harrisburg,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Dauphin,,,,,CVS/PHARMACY #8979,"550 NORTH PROGRESS AVENUE   HARRISBURG, PA 17109",,,,0,False,,Pharmacy,1080467,PP481982,,,,,,,,0,2462720,,,Pharmacy,,,,40,Pennsylvania,Active,7585,17109
840,,,,"PHILADELPHIA, PA 19128",State Board of Pharmacy,Philadelphia,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Philadelphia,,,,,CVS/PHARMACY #8984,"6701 RIDGE AVENUE   PHILADELPHIA, PA 19128",,,,0,False,,Pharmacy,1455187,PP482019,,,,,,,,0,2481088,,,Pharmacy,,,,41,Pennsylvania,Active,7585,19128
841,,,,"MECHANICSBURG, PA 17050",State Board of Pharmacy,Mechanicsburg,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Cumberland,,,,,CVS/PHARMACY 17280,"6416 CARLISLE PIKE SUITE 1900   MECHANICSBURG, PA 17050",,,,0,False,,Pharmacy,1452394,PP481742,,,,,,,,0,2309605,,,Pharmacy,,,,42,Pennsylvania,Active,7585,17050
842,,,,"SPRINGFIELD, PA 19064",State Board of Pharmacy,SPRINGFIELD,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Delaware,,,,,CVS/PHARMACY# 16500,"857 BALTIMORE PIKE   SPRINGFIELD, PA 19064",,,,0,False,,Pharmacy,1365031,PP415405L,,,,,,,,0,1061536,,,Pharmacy,,,,43,Pennsylvania,Active,7585,19064
843,,,,"ERIE, PA 16509",State Board of Pharmacy,ERIE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Erie,,,,,CVS/PHARMCY #16631,"6700 PEACH STREET   ERIE, PA 16509",,,,0,False,,Pharmacy,1365878,PP415705L,,,,,,,,0,1061810,,,Pharmacy,,,,44,Pennsylvania,Active,7585,16509
844,,,,"MONROEVILLE, PA 15146",State Board of Pharmacy,Monroeville,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Allegheny,,,,karen.riden@caremark.com,CVS/SPECIALTY,"105 MALL BOULEVARD   MONROEVILLE, PA 15146",,,,0,False,,Pharmacy,1373056,PP414230L,,,,,,,,0,1060408,8475593468,,Pharmacy,,,,45,Pennsylvania,Active,7585,15146
845,,,,"MERION, PA 19066",State Board of Pharmacy,MERION,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montgomery,,,,,DAKES DRUG STORE,"201 CITY LINE AVENUE   MERION, PA 19066",,,,0,False,,Pharmacy,1352138,PP410527L,,,,,,,,0,1057056,,,Pharmacy,,,,46,Pennsylvania,Active,7585,19066
846,,,,"HERNDON, PA 17830",State Board of Pharmacy,Herndon,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Northumberland,,,,dalhernrx@yahoo.com,DAL-HERN PHARMACY,"4372 STATE ROUTE 147   HERNDON, PA 17830",,,,0,False,,Pharmacy,1363179,PP414150L,,,,,,,,0,1060328,5707582042,,Pharmacy,,,,47,Pennsylvania,Active,7585,17830
847,,,,"DALTON, PA 18414",State Board of Pharmacy,DALTON,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Lackawanna,,,,,DALTON PHARMACY,"102 MAIN STREET P O BOX 27  DALTON, PA 18414",,,,0,False,,Pharmacy,1353319,PP412547L,,,,,,,,0,1058831,,,Pharmacy,,,,48,Pennsylvania,Active,7585,18414
848,,,,"DANVILLE, PA 17821",State Board of Pharmacy,DANVILLE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montour,,,,kathy@danvillepharmacy.com,DANVILLE PHARMACY,"439 MILL STREET   DANVILLE, PA 17821",,,,0,False,,Pharmacy,1139487,PP481990,,,,,,,,0,2465182,5702844669,,Pharmacy,,,,49,Pennsylvania,Active,7585,17821
849,,,,"DANVILLE, PA 17821",State Board of Pharmacy,DANVILLE,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Montour,,,,karensnyde@pa.gov,DANVILLE STATE HOSPITAL PHARMACY,"50 KIRKBRIDE DRIVE   DANVILLE, PA 17821",,,,0,False,,Pharmacy,1334194,HP417006L,,,,,,,,0,497555,5702714587,,Pharmacy,,,,50,Pennsylvania,Active,7585,17821
850,,,,"OIL CITY, PA 16301",State Board of Pharmacy,OIL CITY,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Venango,,,,ZAFFINOK@GMAIL.COM,DARLING'S OIL CITY PHARMACY,"811 GRANDVIEW RD STE 200  OIL CITY, PA 16301",,,,0,False,,Pharmacy,3708710,PP482908,,,,,,,,0,3379781,,,Pharmacy,,,,1,Pennsylvania,Active,7585,16301
851,,,,"WARREN, PA 16365",State Board of Pharmacy,Warren,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Warren,,,,DARLINGSPHARMACY@GMAIL.COM,DARLING'S PHARMACY,"1885 MARKET ST EXT   WARREN, PA 16365",,,,0,False,,Pharmacy,2343043,PP482614,,,,,,,,0,2902983,,,Pharmacy,,,,2,Pennsylvania,Active,7585,16365
852,,,,"SUGAR GROVE, PA 16350",State Board of Pharmacy,Sugar Grove,0001-01-01T00:00:00,,0001-01-01T00:00:00,United States,UNITED_STATES,Warren,,,,,DARLING'S SUGAR GROVE HEALTHMART PHARMACY,"17 FOREST STREET   SUGAR GROVE, PA 16350",,,,0,False,,Pharmacy,89755,PP482188,,,,,,,,0,2593046,,,Pharmacy,,,,3,Pennsylvania,Active,7585,16350
